UserId,Action,Type,Date
2,UPDATE,Content,11/17/2023 2:54:58 PM
1,LOGGED IN,Site,11/17/2023 2:55:06 PM
1,UPDATE,Content,11/18/2023 2:55:23 PM
2,LOGGED IN,Site,11/18/2023 2:55:31 PM
